County,SpeciesName,CommonName,CarbonStoragelb,GrossCarbonSequestrationLBYR,AvoidedRunoffGYR,PollutionRemovalOZYR,OxygenProductionLBYR,TotalAnnualBenefitsDYR
Anderson,Eucalyptus pachyphylla,Redbud Mallee,1.1,0.5,0.6,0.4,1.4,0.08
Anderson,Amelanchier,Serviceberry,0.3,0.4,0.3,0.2,1.1,0.05
Anderson,Amelanchier,Serviceberry,0.3,0.4,0.3,0.2,1.1,0.05
Anderson,Amelanchier,Serviceberry,0.3,0.4,0.3,0.2,1.1,0.05
Anderson,Amelanchier,Serviceberry,0.3,0.4,0.3,0.2,1.1,0.05
Anderson,Chionanthus virginicus,Fringe tree,0.7,0.5,0.6,0.4,1.3,0.08
Anderson,Crataegus,Hawthorn,0.2,0.3,0.4,0.2,0.9,0.05
Anderson,Diospyros virginiana,Common persimmon,0.1,0.1,0.4,0.2,0.3,0.03
Anderson,Asimina triloba,Pawpaw,0.6,0.3,0.6,0.4,0.9,0.06
Anderson,Aesculus pavia,Red buckeye,0.4,0.4,0.4,0.3,1.1,0.06
Anderson,Prunus serotina,Black cherry,0.3,0.6,0.4,0.3,1.5,0.07
Blount,Ilex cookii,Te,1,0.5,4.5,0.3,1.3,0.12
Blount,Ilex cookii,Te,1,0.5,4.5,0.3,1.3,0.12
Blount,Ilex opaca,American holly,1.1,0.4,6.3,0.4,1,0.15
Blount,Ilex opaca,American holly,1.1,0.4,6.3,0.4,1,0.15
Blount,Ilex opaca,American holly,1.1,0.4,6.3,0.4,1,0.15
Blount,Sassafras,Sassafras,0.3,0.5,6.2,0.4,1.3,0.16
Blount,Cercis,Redbud,0.7,0.6,4.6,0.3,1.5,0.13
Blount,Cornus,Dogwood,0.3,0.4,3.1,0.2,1.1,0.09
Blount,Hamamelis virginiana,Witch hazel,0.3,0.2,8.7,0.6,0.6,0.18
Blount,Ptelea trifoliata,Common hoptree,0.8,0.9,6.4,0.4,2.4,0.2
Blount,Asimina triloba,Pawpaw,0.6,0.3,6.1,0.4,0.9,0.14
Blount,Asimina triloba,Pawpaw,0.6,0.3,6.1,0.4,0.9,0.14
Blount,Asimina triloba,Pawpaw,0.6,0.3,6.1,0.4,0.9,0.14
Blount,Ulmus americana,American elm,0.2,0.4,5.9,0.4,1.1,0.15
Blount,Quercus,Oak,7.4,1.5,7.1,0.5,3.9,0.26
Blount,Cornus,Dogwood,0.3,0.4,3.1,0.2,1.1,0.09
Blount,Cornus,Dogwood,0.3,0.4,3.1,0.2,1.1,0.09
Blount,Acer saccharum,Sugar maple,8.9,1.9,18.3,1.2,5,0.5
Blount,Prunus,Plum,1.8,1.2,6.8,0.5,3.2,0.23
Blount,Cercis,Redbud,2.1,1,6.6,0.4,2.5,0.2
Blount,Corylus,Hazelnut,6.2,1.9,14.8,1,5,0.44
Blount,Cotinus obovatus,American smoketree,0.7,0.9,3,0.2,2.4,0.13
Blount,Cornus,Dogwood,0.5,0.6,3.6,0.2,1.5,0.12
Blount,Cornus,Dogwood,0.5,0.6,3.6,0.2,1.5,0.12
Blount,Cornus,Dogwood,0.5,0.6,3.6,0.2,1.5,0.12
Blount,Cornus,Dogwood,0.5,0.6,3.6,0.2,1.5,0.12
Blount,Cornus,Dogwood,0.5,0.6,3.6,0.2,1.5,0.12
Blount,Ilex cookii,Te,1.5,0.6,5,0.3,1.6,0.14
Blount,Ilex cookii,Te,1.5,0.6,5,0.3,1.6,0.14
Blount,Ilex cookii,Te,1.5,0.6,5,0.3,1.6,0.14
Blount,Lagerstroemia indica,Common crape myrtle,0.6,0.6,5.5,0.4,1.6,0.15
Blount,Liquidambar styraciflua,Sweetgum,0.3,0.4,5.8,0.4,1,0.14
Blount,Liriodendron tulipifera,Tulip tree,0.3,0.5,6.6,0.4,1.3,0.16
Blount,Cercis,Redbud,1,0.7,5.2,0.4,1.8,0.15
Blount,Cercis,Redbud,1,0.7,5.2,0.4,1.8,0.15
Blount,Cercis,Redbud,1,0.7,5.2,0.4,1.8,0.15
Blount,Cercis,Redbud,1,0.7,5.2,0.4,1.8,0.15
Blount,Carya illinoinensis,Pecan,7.2,1.6,16.8,1.1,4.2,0.45
Blount,Carya illinoinensis,Pecan,7.2,1.6,16.8,1.1,4.2,0.45
Blount,Diospyros virginiana,Common persimmon,3.6,0.8,11.8,0.8,2.1,0.29
Blount,Diospyros virginiana,Common persimmon,3.6,0.8,11.8,0.8,2.1,0.29
Blount,Acer,Maple,0.9,0.8,8.4,0.6,2.1,0.22
Blount,Quercus,Oak,8.2,1.8,8,0.5,4.8,0.3
Blount,Aesculus,Buckeye,0.6,0.6,9,0.6,1.5,0.21
Blount,Liriodendron tulipifera,Tulip tree,0.3,0.5,6.6,0.4,1.3,0.16
Blount,Tsuga,Hemlock,0.4,0.2,4,0.3,0.6,0.09
Blount,Betula,Birch,0.4,0.4,7.1,0.5,1.1,0.17
Bradley,Carya illinoinensis,Pecan,0.4,0.3,7.7,0.3,0.8,0.12
Bradley,Prunus domestica,Common plum,0.7,0.7,4.2,0.2,1.9,0.11
Bradley,Ilex cookii,Te,1.5,0.6,4.9,0.2,1.6,0.11
Bradley,Betula nigra,River birch,0.3,0.6,10.3,0.4,1.5,0.18
Bradley,Pinus,Pine,0.7,0.3,4.1,0.2,0.7,0.08
Bradley,Malus domestica,Common apple,0.5,0.5,5.2,0.2,1.4,0.11
Bradley,Magnolia,Magnolia,1.2,0.9,10.8,0.5,2.4,0.22
Bradley,Magnolia,Magnolia,1.2,0.9,10.8,0.5,2.4,0.22
Bradley,Magnolia,Magnolia,1.2,0.9,10.8,0.5,2.4,0.22
Bradley,Acer,Maple,2.1,1.2,10,0.4,3.2,0.23
Bradley,Acer,Maple,2.1,1.2,10,0.4,3.2,0.23
Bradley,Betula,Birch,1.1,0.8,9,0.4,2.1,0.18
Bradley,Cedrus,Cedar,5.9,1.5,2.9,0.1,3.9,0.16
Bradley,Cedrus,Cedar,5.9,1.5,2.9,0.1,3.9,0.16
Bradley,Cedrus,Cedar,5.9,1.5,2.9,0.1,3.9,0.16
Cumberland,Taxodium,Bald Cypress,5.2,0.9,7.3,0.4,2.4,0.19
Cumberland,Taxodium,Bald Cypress,5.2,0.9,7.3,0.4,2.4,0.19
Cumberland,Taxodium,Bald Cypress,5.2,0.9,7.3,0.4,2.4,0.19
Cumberland,Taxodium,Bald Cypress,5.2,0.9,7.3,0.4,2.4,0.19
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cephalanthus occidentalis,Buttonbush,12.4,3.1,12.8,0.7,8.2,0.46
Cumberland,Cercis,Redbud,5.4,1.1,11,0.6,3,0.26
Cumberland,Liriodendron tulipifera,Tulip tree,3.4,1.2,13.1,0.7,3.3,0.3
Davidson,Asimina triloba,Pawpaw,0.9,0.6,7.8,0.5,1.5,0.17
Davidson,Asimina triloba,Pawpaw,0.9,0.6,7.8,0.5,1.5,0.17
Davidson,Asimina triloba,Pawpaw,0.9,0.6,7.8,0.5,1.5,0.17
Davidson,Asimina triloba,Pawpaw,0.9,0.6,7.8,0.5,1.5,0.17
Davidson,Asimina triloba,Pawpaw,0.9,0.6,7.8,0.5,1.5,0.17
Davidson,Quercus alba,White oak,0.1,0.1,8.6,0.5,0.4,0.14
Davidson,Quercus bicolor,Swamp white oak,7.7,2.3,7.7,0.5,6.2,0.31
Davidson,Quercus bicolor,Swamp white oak,7.7,2.3,7.7,0.5,6.2,0.31
Davidson,Cercis,Redbud,1,0.7,5.7,0.3,1.8,0.14
Davidson,Juniperus virginiana,Eastern red cedar,1.5,0.4,4.8,0.3,1.1,0.11
Davidson,Juniperus virginiana,Eastern red cedar,1.5,0.4,4.8,0.3,1.1,0.11
Davidson,Juniperus virginiana,Eastern red cedar,1.5,0.4,4.8,0.3,1.1,0.11
Davidson,Juniperus virginiana,Eastern red cedar,1.5,0.4,4.8,0.3,1.1,0.11
Davidson,Juniperus virginiana,Eastern red cedar,1.5,0.4,4.8,0.3,1.1,0.11
Davidson,Juniperus virginiana,Eastern red cedar,1.5,0.4,4.8,0.3,1.1,0.11
Davidson,Ilex vomitoria,Yaupon,1.6,0.6,6.8,0.4,1.6,0.15
Davidson,Ilex vomitoria,Yaupon,1.6,0.6,6.8,0.4,1.6,0.15
Davidson,Ilex vomitoria,Yaupon,1.6,0.6,6.8,0.4,1.6,0.15
Davidson,Ilex vomitoria,Yaupon,1.6,0.6,6.8,0.4,1.6,0.15
Davidson,Ilex vomitoria,Yaupon,1.6,0.6,6.8,0.4,1.6,0.15
Davidson,Ilex vomitoria,Yaupon,1.6,0.6,6.8,0.4,1.6,0.15
Davidson,Ilex opaca,American holly,1.5,0.5,7.9,0.5,1.3,0.16
Davidson,Ilex opaca,American holly,1.5,0.5,7.9,0.5,1.3,0.16
Davidson,Ilex opaca,American holly,1.5,0.5,7.9,0.5,1.3,0.16
Davidson,Oxydendrum arboreum,Sourwood,0.5,0.3,5.8,0.4,0.9,0.12
Davidson,Oxydendrum arboreum,Sourwood,0.5,0.3,5.8,0.4,0.9,0.12
Davidson,Cartrema americana,Devilwood,1.7,1.1,8,0.5,3.1,0.22
Davidson,Franklinia alatamaha,Franklin tree,0.9,0.6,4.8,0.3,1.6,0.12
Davidson,Franklinia alatamaha,Franklin tree,0.9,0.6,4.8,0.3,1.6,0.12
Davidson,Rhus,Sumac,0.5,0.5,6,0.4,1.4,0.14
Davidson,Pyrus communis,Common pear,0.5,0.8,7.1,0.4,2,0.17
Davidson,Malus domestica,Common apple,0.5,0.5,5.9,0.4,1.4,0.13
Davidson,Malus domestica,Common apple,0.5,0.5,5.9,0.4,1.4,0.13
Davidson,Prunus persica,Peach,0.7,1,4.7,0.3,2.6,0.16
Davidson,Ficus,Fig,0.7,0.5,5.9,0.4,1.3,0.13
Davidson,Thuja occidentalis,Northern white cedar,2.9,1,5.5,0.3,2.7,0.17
Davidson,Liriodendron tulipifera,Tulip tree,1.9,1.3,10.9,0.7,3.5,0.28
Davidson,Amelanchier,Serviceberry,2.9,1.4,6.5,0.4,3.7,0.22
Davidson,Quercus alba,White oak,1.6,0.7,13.4,0.8,1.9,0.26
Davidson,Prunus subhirtella,Higan cherry,3.6,2.3,10.1,0.6,6.1,0.35
Davidson,Taxodium,Bald Cypress,3.6,1,6.6,0.4,2.6,0.18
Davidson,Quercus phellos,Willow oak,1.1,0.8,8.3,0.5,2,0.19
Davidson,Ulmus americana,American elm,1,0.9,8.3,0.5,2.4,0.2
Davidson,Ilex cookii,Te,3,0.9,6.6,0.4,2.4,0.18
Davidson,Salix discolor,Pussy willow,0.9,0.8,7.8,0.5,2.2,0.19
Davidson,Dirca palustris,Eastern leatherwood,0.4,0.3,4.8,0.3,0.7,0.1
Davidson,Viburnum prunifolium,Black haw,0.7,0.5,6,0.4,1.5,0.14
Davidson,Aronia melanocarpa,Black chokeberry,0.4,0.6,4.7,0.3,1.7,0.13
Davidson,Aronia melanocarpa,Black chokeberry,0.4,0.6,4.7,0.3,1.7,0.13
Davidson,Aronia melanocarpa,Black chokeberry,0.4,0.6,4.7,0.3,1.7,0.13
Davidson,Cercis,Redbud,1,0.7,5.7,0.3,1.8,0.14
Davidson,Cercis,Redbud,1,0.7,5.7,0.3,1.8,0.14
Davidson,Franklinia alatamaha,Franklin tree,0.9,0.6,4.8,0.3,1.6,0.12
Davidson,Franklinia alatamaha,Franklin tree,0.9,0.6,4.8,0.3,1.6,0.12
Davidson,Franklinia alatamaha,Franklin tree,0.9,0.6,4.8,0.3,1.6,0.12
Davidson,Franklinia alatamaha,Franklin tree,0.9,0.6,4.8,0.3,1.6,0.12
Davidson,Franklinia alatamaha,Franklin tree,0.9,0.6,4.8,0.3,1.6,0.12
Davidson,Cotinus coggygria,Smoke tree,1.2,1.2,6.5,0.4,3.1,0.2
Davidson,Cotinus coggygria,Smoke tree,1.2,1.2,6.5,0.4,3.1,0.2
Davidson,Cotinus coggygria,Smoke tree,1.2,1.2,6.5,0.4,3.1,0.2
Davidson,Ilex cookii,Te,3,0.9,6.6,0.4,2.4,0.18
Davidson,Amelanchier,Serviceberry,1.5,1,4.9,0.3,2.6,0.16
Davidson,Amelanchier,Serviceberry,1.5,1,4.9,0.3,2.6,0.16
Davidson,Cornus,Dogwood,1.4,1,5.2,0.3,2.7,0.17
Davidson,Cornus,Dogwood,1.4,1,5.2,0.3,2.7,0.17
Davidson,Diospyros virginiana,Common persimmon,0.6,0.3,5.7,0.3,0.7,0.11
Davidson,Amelanchier,Serviceberry,0.3,0.4,3.2,0.2,1.1,0.08
Davidson,Amelanchier,Serviceberry,0.3,0.4,3.2,0.2,1.1,0.08
Davidson,Amelanchier,Serviceberry,0.3,0.4,3.2,0.2,1.1,0.08
Davidson,Cercis,Redbud,0.7,0.6,5,0.3,1.5,0.12
Davidson,Taxodium,Bald Cypress,1.8,0.5,5.2,0.3,1.2,0.12
Davidson,Taxodium,Bald Cypress,1.8,0.5,5.2,0.3,1.2,0.12
Davidson,Pinus taeda,Pinus taeda,0.5,0.4,1.5,0.1,1.1,0.06
Davidson,Pinus taeda,Pinus taeda,0.5,0.4,1.5,0.1,1.1,0.06
Davidson,Pinus virginiana,Virginia pine,0.6,0.4,3.7,0.2,1,0.09
Davidson,Pinus virginiana,Virginia pine,0.6,0.4,3.7,0.2,1,0.09
Davidson,Prunus domestica,Common plum,0.7,0.7,4.7,0.3,1.9,0.13
Davidson,Cornus,Dogwood,0.5,0.6,4,0.2,1.5,0.11
Davidson,Prunus Kanzan,Kwanzan cherry,0.7,0.7,5.5,0.3,1.9,0.14
Davidson,Eucalyptus aggregata,Black gum,1.5,0.9,7.9,0.5,2.4,0.2
Davidson,Cercis,Redbud,1,0.7,5.7,0.3,1.8,0.14
Davidson,Quercus bicolor,Swamp white oak,10.4,3.3,9.4,0.6,8.7,0.42
Davidson,Halesia carolina,Snowdrop tree,0.4,0.3,5.1,0.3,0.7,0.1
Davidson,Pyrus communis,Common pear,1.4,1.3,8.7,0.5,3.3,0.24
Davidson,Pyrus communis,Common pear,1.4,1.3,8.7,0.5,3.3,0.24
Davidson,Malus domestica,Common apple,1.3,0.9,7.5,0.5,2.4,0.19
Davidson,Prunus persica,Peach,1.8,1.6,6.3,0.4,4.3,0.23
Davidson,Quercus,Oak,8.2,1.8,8.8,0.5,4.8,0.29
Davidson,Frangula,Buckthorn,0.7,0.6,5.4,0.3,1.6,0.13
Davidson,Quercus bicolor,Swamp white oak,18.6,5.1,14.7,0.9,13.6,0.66
Davidson,Acer rubrum,Red maple,4.7,2.5,10.5,0.6,6.6,0.37
Davidson,Taxodium,Bald Cypress,5.2,1.3,8.3,0.5,3.4,0.24
Davidson,Cercis,Redbud,5.4,1.6,12.5,0.8,4.3,0.33
Davidson,Prunus domestica,Common plum,0.4,0.5,4,0.2,1.4,0.11
Davidson,Prunus domestica,Common plum,0.4,0.5,4,0.2,1.4,0.11
Davidson,Cercis,Redbud,0.7,0.6,5,0.3,1.5,0.12
Davidson,Cercis,Redbud,0.7,0.6,5,0.3,1.5,0.12
Davidson,Cercis,Redbud,0.7,0.6,5,0.3,1.5,0.12
Davidson,Betula nigra,River birch,0.2,0.4,10.7,0.6,1,0.19
Davidson,Betula nigra,River birch,0.2,0.4,10.7,0.6,1,0.19
Davidson,Amelanchier,Serviceberry,0.3,0.4,3.2,0.2,1.1,0.08
Davidson,Amelanchier,Serviceberry,0.3,0.4,3.2,0.2,1.1,0.08
Davidson,Amelanchier,Serviceberry,0.3,0.4,3.2,0.2,1.1,0.08
Davidson,Cornus racemosa,Gray dogwood,0.3,0.4,3.4,0.2,1.1,0.08
Davidson,Cornus racemosa,Gray dogwood,0.3,0.4,3.4,0.2,1.1,0.08
Davidson,Callicarpa,Beautyberry,0.5,0.6,3.3,0.2,1.6,0.1
Davidson,Callicarpa,Beautyberry,0.5,0.6,3.3,0.2,1.6,0.1
Davidson,Callicarpa,Beautyberry,0.5,0.6,3.3,0.2,1.6,0.1
Davidson,Callicarpa,Beautyberry,0.5,0.6,3.3,0.2,1.6,0.1
Davidson,Callicarpa,Beautyberry,0.5,0.6,3.3,0.2,1.6,0.1
Davidson,Callicarpa,Beautyberry,0.5,0.6,3.3,0.2,1.6,0.1
Davidson,Amorpha,False Indigo,0.8,0.6,4.6,0.3,1.7,0.12
Davidson,Amorpha,False Indigo,0.8,0.6,4.6,0.3,1.7,0.12
Davidson,Amorpha,False Indigo,0.8,0.6,4.6,0.3,1.7,0.12
Davidson,Amorpha,False Indigo,0.8,0.6,4.6,0.3,1.7,0.12
Davidson,Amorpha,False Indigo,0.8,0.6,4.6,0.3,1.7,0.12
Davidson,Amorpha,False Indigo,0.8,0.6,4.6,0.3,1.7,0.12
Davidson,Amorpha,False Indigo,0.8,0.6,4.6,0.3,1.7,0.12
Davidson,Amorpha,False Indigo,0.8,0.6,4.6,0.3,1.7,0.12
Davidson,Amorpha,False Indigo,0.8,0.6,4.6,0.3,1.7,0.12
Davidson,Amorpha,False Indigo,0.8,0.6,4.6,0.3,1.7,0.12
Davidson,Amorpha,False Indigo,0.8,0.6,4.6,0.3,1.7,0.12
Davidson,Amorpha,False Indigo,0.8,0.6,4.6,0.3,1.7,0.12
Davidson,Amorpha,False Indigo,0.8,0.6,4.6,0.3,1.7,0.12
Davidson,Amorpha,False Indigo,0.8,0.6,4.6,0.3,1.7,0.12
Davidson,Amorpha,False Indigo,0.8,0.6,4.6,0.3,1.7,0.12
Davidson,Cercis,Redbud,1,0.7,5.7,0.3,1.8,0.14
Davidson,Quercus shumardii,Shumard oak,7.2,1.6,8.3,0.5,4.2,0.26
Davidson,Taxodium,Bald Cypress,1.8,0.5,5.2,0.3,1.2,0.12
Davidson,Chionanthus virginicus,Fringe tree,12.3,2.2,21.4,1.3,5.9,0.51
Davidson,Cornus,Dogwood,0.3,0.4,3.4,0.2,1.1,0.08
Davidson,Dirca,Leatherwood,0.4,0.4,4.8,0.3,1.1,0.11
Davidson,Ilex cookii,Te,11.8,2,11.8,0.7,5.2,0.34
Davidson,Cornus,Dogwood,8,2.4,11.2,0.7,6.4,0.37
Davidson,Cercis,Redbud,5.4,1.6,12.5,0.8,4.3,0.33
Davidson,Cercis,Redbud,5.4,1.6,12.5,0.8,4.3,0.33
Davidson,Carpinus,Hornbeam,2.8,1.4,9.8,0.6,3.8,0.27
Davidson,Carpinus,Hornbeam,2.8,1.4,9.8,0.6,3.8,0.27
Davidson,Carpinus,Hornbeam,2.8,1.4,9.8,0.6,3.8,0.27
Davidson,Quercus,Oak,8.2,1.8,8.8,0.5,4.8,0.29
Davidson,Quercus,Oak,8.2,1.8,8.8,0.5,4.8,0.29
Davidson,Quercus,Oak,8.2,1.8,8.8,0.5,4.8,0.29
Davidson,Magnolia,Magnolia,0.4,0.5,10.4,0.6,1.3,0.2
Davidson,Amelanchier,Serviceberry,0.5,0.6,3.7,0.2,1.5,0.11
Davidson,Liriodendron tulipifera,Tulip tree,0.3,0.5,7.2,0.4,1.3,0.15
Davidson,Acer,Maple,2.1,1.2,11.3,0.7,3.2,0.27
Davidson,Acer,Maple,2.1,1.2,11.3,0.7,3.2,0.27
Davidson,Acer,Maple,2.1,1.2,11.3,0.7,3.2,0.27
Davidson,Juniperus virginiana,Eastern red cedar,2.7,0.7,5.8,0.4,1.8,0.14
Davidson,Juniperus virginiana,Eastern red cedar,2.7,0.7,5.8,0.4,1.8,0.14
Davidson,Juniperus virginiana,Eastern red cedar,2.7,0.7,5.8,0.4,1.8,0.14
Davidson,Quercus,Oak,11,2.6,10.9,0.7,6.9,0.38
Davidson,Eucalyptus aggregata,Black gum,3.1,1.5,9.6,0.6,4,0.27
Davidson,Cornus,Dogwood,1.4,1,5.2,0.3,2.7,0.17
Davidson,Cornus racemosa,Gray dogwood,1.4,1,5.2,0.3,2.7,0.17
Davidson,Cercis,Redbud,2.1,1,7.3,0.4,2.5,0.19
Davidson,Amelanchier,Serviceberry,1.5,1,4.9,0.3,2.6,0.16
Davidson,Amelanchier,Serviceberry,1.5,1,4.9,0.3,2.6,0.16
Davidson,Amelanchier,Serviceberry,1.5,1,4.9,0.3,2.6,0.16
Davidson,Sambucus canadensis,Common elderberry,1.8,0.7,7.1,0.4,1.8,0.16
Davidson,Sambucus canadensis,Common elderberry,1.8,0.7,7.1,0.4,1.8,0.16
Davidson,Sambucus canadensis,Common elderberry,1.8,0.7,7.1,0.4,1.8,0.16
Davidson,Cupressus arizonica,Arizona cypress,14.9,1.7,13.1,0.8,4.6,0.35
Davidson,Taxodium,Bald Cypress,2.5,0.7,5.9,0.4,1.9,0.15
Davidson,Prunus americana,American plum,1.8,1.2,6.3,0.4,3.2,0.2
Davidson,Ilex opaca,American holly,2.8,0.7,9.8,0.6,1.9,0.21
Davidson,Magnolia virginiana,Sweetbay,1,0.7,11,0.7,2,0.23
Davidson,Magnolia virginiana,Sweetbay,1,0.7,11,0.7,2,0.23
Davidson,Magnolia virginiana,Sweetbay,1,0.7,11,0.7,2,0.23
Davidson,Prunus,Plum,1.8,1.2,7.4,0.4,3.2,0.21
Davidson,Prunus,Plum,1.8,1.2,7.4,0.4,3.2,0.21
Davidson,Quercus,Oak,8.2,1.8,8.8,0.5,4.8,0.29
Davidson,Amelanchier,Serviceberry,0.5,0.6,3.7,0.2,1.5,0.11
Davidson,Amelanchier,Serviceberry,0.5,0.6,3.7,0.2,1.5,0.11
Davidson,Amelanchier,Serviceberry,0.5,0.6,3.7,0.2,1.5,0.11
Davidson,Amelanchier,Serviceberry,0.5,0.6,3.7,0.2,1.5,0.11
Davidson,Magnolia,Magnolia,0.4,0.5,10.4,0.6,1.3,0.2
Davidson,Magnolia,Magnolia,0.4,0.5,10.4,0.6,1.3,0.2
Davidson,Ilex cookii,Te,1.5,0.6,5.5,0.3,1.6,0.13
Davidson,Gleditsia triacanthos,Honeylocust,1.1,0.9,7.3,0.4,2.5,0.19
Davidson,Prunus x yedoensis,Yoshino flowering cherry,0.6,0.6,6.2,0.4,1.6,0.14
Davidson,Amelanchier,Serviceberry,0.3,0.4,3.2,0.2,1.1,0.08
Davidson,Amelanchier,Serviceberry,0.3,0.4,3.2,0.2,1.1,0.08
Davidson,Amelanchier,Serviceberry,0.3,0.4,3.2,0.2,1.1,0.08
Davidson,Amelanchier,Serviceberry,0.3,0.4,3.2,0.2,1.1,0.08
Davidson,Amelanchier,Serviceberry,0.3,0.4,3.2,0.2,1.1,0.08
Davidson,Asimina triloba,Pawpaw,0.6,0.3,6.7,0.4,0.9,0.13
Davidson,Asimina triloba,Pawpaw,0.6,0.3,6.7,0.4,0.9,0.13
Davidson,Asimina triloba,Pawpaw,0.6,0.3,6.7,0.4,0.9,0.13
Davidson,Asimina triloba,Pawpaw,0.6,0.3,6.7,0.4,0.9,0.13
Davidson,Asimina triloba,Pawpaw,0.6,0.3,6.7,0.4,0.9,0.13
Davidson,Diospyros virginiana,Common persimmon,0.1,0.1,4,0.2,0.3,0.07
Davidson,Diospyros virginiana,Common persimmon,0.1,0.1,4,0.2,0.3,0.07
Davidson,Liriodendron tulipifera,Tulip tree,0.2,0.3,6.4,0.4,0.8,0.12
Davidson,Magnolia x soulangeana,Saucer magnolia,0.3,0.3,6.3,0.4,0.8,0.12
Davidson,Magnolia macrophylla,Bigleaf magnolia,0.3,0.3,6.3,0.4,0.8,0.12
Davidson,Ilex cookii,Te,1.5,0.6,5.5,0.3,1.6,0.13
Davidson,Cladrastis sinensis,Chinese yellow wood,1.8,1.1,5.1,0.3,3,0.17
Davidson,Magnolia virginiana,Sweetbay,0.4,0.4,9.2,0.6,1,0.17
Davidson,Quercus michauxii,Swamp chestnut oak,7.6,1.7,7.7,0.5,4.5,0.26
